"","X__1","artist.name","duration","key","latitude","location","longitude","mode","similar","tempo","terms","target_h","artist.hotness","artist_familiarity","bars_start","beats_start","end_of_fade_in","loudness","start_of_fade_out","tatums_start","time_signature","decade2"
"112",139,"Porcupine Tree",416.80934,6,37.1573567501336,"Not available",-63.9333578685195,0,"ARRJTPR11F4C8473CF",124.04,"experimental rock",0.82517354,0.507965802,0.830252262,0.34798,0.34798,0.235,-7.982,396.533,0.0276,5,"1990"
"113",140,"Ragheb Alama",413.36118,7,37.1573567501336,"Not available",-63.9333578685195,0,"ARUTBSU1187FB4B857",191.196,"arabesque",0,0.424931835,0.554226467,0.47649,0.16066,4.58,-8.804,408.503,0.16066,4,"Not Available"
"114",141,"Foo Fighters",117.002,7,37.1573567501336,"Seattle, WA",-63.9333578685195,1,"ARE8GLF1187FB52532",152.127,"grunge",0.42,0.550762085,0.839275393,0.58065,0.16757,0.142,-5.699,114.712,0.16757,4,"2000"
"115",142,"Shakira Featuring Wyclef Jean",217.36444,10,37.1573567501336,"Barranquilla, Colombia",-63.9333578685195,0,"ARBHW3X1187B999013",100.023,"dance pop",0.73738531,0.682263177,0.833178561,0.71063,0.10911,0.224,-5.152,212.161,0.10911,4,"Not Available"
"116",144,"Robben Ford",203.98975,11,39.15093,"Ukiah, CA",-123.2079,0,"ARGRDHI1187B9B93F0",154.322,"blues-rock",0.47212112,0.383877494,0.604820432,0.78649,0.38868,0.161,-11.976,182.921,0.19413,4,"1980"
"117",145,"Brazilian Tropical Orchestra",192.44363,5,37.1573567501336,"Not available",-63.9333578685195,1,"ARIQC381187B9A825E",236.006,"bossa nova",0,0.339408486,0.378013152,0.55637,0.2978,0.485,-10.229,178.66,0.2978,4,"Not Available"
"118",146,"Gil Semedo",285.36118,11,52.1082,"Netherlands",5.32986,1,"ARJAVK71187B989FEF",150.666,"zouk",0.392008772,0.382869956,0.441593442,0.94607,0.15349,0.276,-6.284,274.715,0.15349,5,"Not Available"
"119",148,"Xmilk",123.66322,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARMMPYU1187FB59942",104.153,"thrash core",0,0.32138373,0.4621406,0.58192,0.10684,0.107,-4.633,119.705,0.10684,4,"Not Available"
"120",150,"Britt Nicole",204.06812,6,35.66693,"NC",-80.46935,1,"ARSLAVY1187B9BA622",160.165,"ccm",0.236420182,0.544446277,0.669500125,0.64194,0.26421,0.415,-5.157,193.562,0.07628,4,"Not Available"
"121",153,"Perrey And Kingsley",127.9473,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARIYWMF1187FB42323",135.78,"easy listening",0.444401715,0.350327605,0.530605798,0.20197,0.20197,0.165,-12.717,123.222,0.20197,4,"2000"
"122",154,"Sven Tasnadi",570.90567,7,37.1573567501336,"Not available",-63.9333578685195,1,"AR9VKG21187B9B7492",122.967,"tech house",0,0.306603641,0.480047819,1.15604,0.29463,0.15,-12.28,538.372,0.08551,4,"Not Available"
"123",156,"Enthroned",240.74404,2,50.45663,"Belgica -- Namur, Namur/Ghent, East Flanders",4.87137,0,"ARF46X51187B9B7F63",135.535,"black metal",0.543052864,0.395709548,0.593416049,0.89888,0.48245,2.241,-4.878,240.744,0.48245,7,"2010"
"124",157,"Suzanne Ciani",192.20853,2,37.77916,"California - SF",-122.42005,1,"ARBN7GR1187FB531FD",139.189,"meditation",0.608500079,0.380704536,0.631946666,0.1659,0.1659,0.357,-23.988,183.229,0.1659,3,"1980"
"125",158,"Milan Band",152.0322,8,37.1573567501336,"Not available",-63.9333578685195,1,"ARIDMZX1242077FF1F",128.598,"serialism",0.01,0.16395088047613,0.20107756,1.8618,0.05108,0.479,-9.414,143.871,0.05108,5,"Not Available"
"126",159,"Johnny Osbourne",215.30077,3,37.1573567501336,"Not available",-63.9333578685195,0,"ARIRD6J1187FB5A98C",163.445,"roots reggae",0,0.409134869,0.618765786,1.07333,0.35811,0.588,-9.741,208.376,0.18068,4,"2000"
"127",162,"Pearl Jam",428.56444,4,47.60356,"Seattle, WA",-122.32944,0,"ARN5NHX1187FB4F755",105.994,"grunge",0.659304669,0.60797181,0.81444811,2.24039,1.67818,4.267,-8.403,414.697,1.67818,3,"2000"
"128",164,"Mastodon",654.28853,7,37.1573567501336,"Atlanta, GA",-63.9333578685195,0,"ARMAC4T1187FB3FA4C",118.433,"alternative metal",0.626612803,0.574274731,0.780461749,0.80159,0.29973,3.048,-5.884,638.462,0.29973,4,"2000"
"129",165,"Kiril Valeri",306.72934,11,36.69094,"Jerez De La Frontera (CA!diz)",-6.13487,1,"ARQZE891187FB56222",96.007,"flamenco",0.270775999,0.433945514,0.605874049,1.1645,0.5406,0.253,-6.929,276.149,0.22825,4,"Not Available"
"130",166,"Word",229.51138,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARPWLQQ1187B9AAB6A",187.807,"blues-rock",0,0.246340714,0.638880206,0.33922,0.33922,3.233,-4.198,222.285,0.17961,4,"Not Available"
"131",168,"Hank Locklin",127.05914,2,37.1573567501336,"McLellan, FL",-63.9333578685195,1,"ARES2PA1187FB38083",148.357,"honky tonk",0.494489518,0.379436972,0.635757022,0.98812,0.17951,0.322,-12.772,114.724,0.17951,4,"Not Available"
"132",169,"BT",44.35546,1,34.23294,"Earth",-102.4102,0,"AR7M4QL1187B9AE979",136.164,"electronica",0.304169503,0.512226738,0.786427083,0.89966,0.46147,0.415,-18.147,44.355,0.46147,4,"Not Available"
"133",172,"Descendents",140.66893,6,37.1573567501336,"Los Angeles, CA",-63.9333578685195,0,"ARNFTGS1187B9A465F",89.495,"hardcore punk",0.519448582,0.476559379,0.727230316,0.82038,0.04246,0.078,-28.347,135.285,0.04246,4,"1980"
"134",173,"L.A. Guns",201.09016,5,29.78772,"katy",-95.82333,0,"ARYZTJS1187B98C555",102.259,"heavy metal",0.21,0.456940558,0.665728336,0.36695,0.36695,0.589,-2.869,201.09,0.05221,3,"1980"
"135",174,"Bare Jr.",254.79791,10,37.1573567501336,"Not available",-63.9333578685195,1,"AR12UD81187B98CB39",107.529,"post-grunge",0,0.360583582,0.53938059,0.7081,0.09479,0.183,-7.309,236.141,0.09479,3,"1990"
"136",175,"Shelley Fabares",143.0722,0,34.01156,"Santa Monica, CA",-118.49229,1,"ARCJB4Z1187B98A8B6",99.408,"brill building pop",0,0.370194701,0.075124762,1.79615,0.56961,0.32,-15.351,133.724,0.26777,4,"Not Available"
"137",176,"Norrie Paramor",163.49995,9,52.88356,"England",-1.97406,1,"AR9J61B1187FB43243",79.731,"easy listening",0,0.250601286,0.312415123,0.93377,0.20126,2.171,-25.694,156.212,0.20126,4,"Not Available"
"138",177,"Gary Hobbs",289.64526,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARBYTYY1241B9CD692",188.502,"tejano",0,0.389765518,0.524700041,0.27257,0.27257,0.27,-9.435,286.18,0.27257,1,"Not Available"
"139",178,"Diesel Boy",124.15955,11,38.43773,"Santa Rosa, California",-122.71242,1,"ARXTVRP1187FB4B8D4",133.729,"pop rock",0.405652196,0.376688631,0.567814264,0.30566,0.30566,0.38,-4.793,122.015,0.10118,1,"1990"
"140",179,"Angelo Badalamenti",167.3922,4,40.14323,"New Jersey",-74.72671,0,"ART3KT21187FB450DC",139.136,"chill-out",0.445454526,0.399451724,0.698770478,0.64009,0.19422,0.131,-17.623,163.149,0.19422,4,"Not Available"
"141",180,"Cradle Of Filth",321.35791,2,37.1573567501336,"Not available",-63.9333578685195,0,"ARLSF8H1187B9A76B0",193.693,"sympho black metal",0.26,0.572583336,0.784820389,0.93541,0.32747,0.856,-6.2,312.761,0.17724,4,"1990"
"142",181,"Jim Chappell",263.94077,0,37.16793,"United States",-95.84502,1,"ARBN7GR1187FB531FD",76.693,"chamber jazz",0.01,0.361509802,0.520204911,0.67486,0.67486,0.429,-19.821,248.123,0.2855,4,"Not Available"
"143",185,"Nine Inch Nails",168.56771,7,41.50471,"Cleveland, OH",-81.69074,0,"ARC4K2E1187B9B6FDA",130.284,"industrial metal",0.41,0.598458501,0.905776889,0.70514,0.11379,0.198,-16.968,159.637,0.11379,4,"1990"
"144",186,"Susana Seivane",350.71955,10,37.1573567501336,"Not available",-63.9333578685195,1,"ARHBYTA1187FB3C812",152.013,"gaita",0,0.297949266,0.352212817,0.57605,0.15761,0.519,-13.038,334.17,0.15761,4,"2010"
"145",188,"Test Icicles",190.24934,4,37.1573567501336,"Not available",-63.9333578685195,0,"AR4R1FL1187FB55C3B",75.031,"grime",0.543052864,0.373464228,0.682045692,1.65865,0.20148,0.148,-4.172,185.289,0.20148,4,"2000"
"146",192,"Mance Lipscomb",187.53261,11,30.38815,"Navasota, TX",-96.0878,1,"ARIGKCK1187FB5C99B",97.981,"texas blues",0.350979506,0.33238987,0.450852685,0.80806,0.80806,0.514,-23.527,180.355,0.40014,1,"2000"
"147",193,"Scott Wesley Brown",295.60118,2,33.74831,"Atlanta Georgia USA",-84.39111,1,"ARUTS6Y1187FB5BDAB",137.288,"modern rock",0.06,0.342406391,0.497307512,0.40638,0.40638,2.125,-9.435,290.65,0.40638,4,"Not Available"
"148",194,"FlA!vio JosA(c)",252.02893,3,37.1573567501336,"Not available",-63.9333578685195,1,"ARFYRDH1187FB38404",168.323,"brazil",0,0.295470991,0.424278927,0.1805,0.1805,0.149,-8.639,252.029,0.1805,4,"Not Available"
"149",195,"Moss",329.35138,2,37.1573567501336,"Not available",-63.9333578685195,1,"AR3XD8U1187FB3BB76",111.079,"future jazz",0.570850642,0.389535576,0.602555589,1.64757,0.3732,0.102,-7.672,316.883,0.05381,4,"2000"
"150",196,"Pery Ribeiro",180.00934,0,37.1573567501336,"Not available",-63.9333578685195,1,"AR1OKTX1187FB3822F",133.009,"bossa nova",0,0.312131222,0.385417447,0.89743,0.4445,0.258,-13.668,171.648,0.21804,4,"Not Available"
"151",197,"Soular",244.45342,6,44.11559,"Oregon",-120.51484,1,"ARHAA9R1187FB38BB1",146.577,"breakbeat",0.235846203,0.276702625,0.539181188,4.45323,2.817,8.127,-6.885,227.794,2.67534,5,"Not Available"
"152",198,"Dimmu Borgir",282.53995,6,37.1573567501336,"Oslo, Norway",-63.9333578685195,0,"ARF0W6Z1187B9AC325",140.458,"black metal",0.25,0.599602643,0.826075467,1.34587,0.47161,0.351,-4.2,275.522,0.25359,3,"1990"
"153",199,"Public Image Ltd",388.28363,0,51.50632,"London, England",-0.12714,1,"AR7MKJP1187FB3BA95",132.506,"dance rock",0.26396982,0.415517083,0.684994897,1.43656,0.98655,2.49,-16.433,383.994,0.75243,4,"1980"
"154",200,"Gary Moore",345.93914,2,54.5958,"Belfast, Northern Ireland",-5.93494,1,"ARWSWFR124549A4230",153.862,"blues-rock",0.447135796,0.467110649,0.761362238,1.09248,0.70219,0.416,-6.951,339.754,0.50562,4,"1990"
"155",201,"Pascal Sangla",243.1473,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARSYS47119B8667BB7",93.238,"french pop",0,0.332963253755401,0.464481282,0.57581,0.57581,0.525,-14.737,235.886,0.57581,4,"2010"
"156",202,"The B-52's",261.74649,0,37.1573567501336,"Athens, GA",-63.9333578685195,1,"ARDW1CO1187B9AD318",124.086,"dance rock",0.714046553,0.537537201,0.681598553,0.45372,0.45372,3.489,-9.628,250.921,0.20062,4,"1980"
"157",203,"Dakis",172.25098,2,37.1573567501336,"Not available",-63.9333578685195,0,"AREAHFM1242078103A",66.765,"greek",0,0.251146216813885,0.336970428,0.18093,0.18093,0.449,-8.46,165.727,0.18093,1,"Not Available"
"158",204,"Sex Pistols",216.60689,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARNTVM11187B98B4B4",145.518,"punk",0.413739836,0.549204384,0.73118423,0.65479,0.24895,0.177,-3.736,214.192,0.0445,4,"1980"
"159",205,"Chris Brown",363.59791,1,37.1573567501336,"Fairfax, California",-63.9333578685195,1,"ARAWOLW1187FB3AB70",139.998,"r&b",0.68,0.852186238,0.892688611,0.11182,0.11182,0.09,-4.376,353.913,0.11182,4,"Not Available"
"160",206,"Deekline & Wizard",271.77751,0,37.1573567501336,"Not available",-63.9333578685195,1,"AR476VS1187B99F2F5",90.648,"breakbeat",0.319565987,0.248169263130603,0.332330882,1.69231,0.3668,0.16,-6.947,267.761,0.14552,3,"2000"
"161",208,"Hem",133.27628,5,40.71455,"NY - New York City",-74.00712,1,"AR8CZ1U1187FB4CED1",89.86,"folk-pop",0.360370583,0.453435791,0.632242851,0.34565,0.34565,0.306,-15.736,117.661,0.34565,1,"2000"
"162",209,"Lily Allen",264.69832,9,37.1573567501336,"LDN",-63.9333578685195,1,"ARWD25M1187FB4C563",156.097,"ska",0.566988444,0.535408379,0.916058239,0.43373,0.05059,0.2,-5.871,251.141,0.05059,4,"2000"
"163",211,"DJ Dips",240.3522,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARAZUHK1187B9AFE8F",86.689,"turnablism",0.28,0.313989733,0.392570166,0.16804,0.16804,0.132,-6.248,233.465,0.16804,3,"Not Available"
"164",213,"Jason Miles",235.80689,10,40.71455,"NY - New York City",-74.00712,0,"ARNQLOI11F50C4D0D9",101.03,"jazz fusion",0.253834736,0.371760895,0.458055179,1.97986,0.13473,0.131,-9.716,235.807,0.13473,4,"Not Available"
"165",214,"Busdriver",192.1824,6,37.1573567501336,"Not available",-63.9333578685195,1,"ARV4KO21187FB38008",155.038,"alternative hip hop",0.519403046,0.349476327,0.618002715,0.68185,0.2964,0.27,-6.258,192.182,0.10319,4,"2000"
"166",215,"Byther Smith",418.87302,1,31.55379,"Monticello, MS",-90.10785,1,"ARNOCLW11F4C83BD2A",117.168,"chicago blues",0.437351761,0.36228409,0.465194733,1.58983,0.39362,0.264,-11.702,411.481,0.09325,3,"1980"
"167",216,"Bebo & Cigala",198.26893,2,37.1573567501336,"Not available",-63.9333578685195,0,"ARA0BLX1187FB43537",132.967,"latin jazz",0.676548906,0.351624469,0.483703807,0.17434,0.17434,0.357,-14.509,193.782,0.17434,1,"2000"
"168",217,"Bizarre Inc",420.10077,11,52.8029,"Stafford, England",-2.10633,1,"AR58X861187FB3725D",139.91,"breakbeat",0.01,0.354725755,0.633817882,1.72068,1.29819,7.367,-9.062,412.473,1.07786,4,"1990"
"169",218,"Bongzilla",397.26975,9,43.07295,"Madison, Wisconsin",-89.38669,1,"ARVJSYD1187B993509",95.882,"stoner metal",0.460541281,0.446071584,0.574400789,1.86974,0.57631,0.392,-6.788,397.27,0.25336,4,"1990"
"170",219,"The Gone Jackals",229.79873,4,37.1573567501336,"Not available",-63.9333578685195,1,"ARII7EM1187FB5400D",135.175,"blues-rock",0.495293621,0.353000688,0.44104996,0.68126,0.23462,0.205,-12.772,226.441,0.08525,3,"1990"
"171",223,"Boogie Pimps",415.03302,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARHXH6D1187B994181",83.326,"hard house",0,0.365339653,0.62799739,0.47165,0.47165,0.276,-6.751,372.663,0.23761,3,"Not Available"
"172",224,"Brian Keane",133.53751,4,31.1689,"Texas",-100.07715,1,"ARCSTTW1187B98AC42",117.667,"world beat",0,0.3008559,0.453171007,0.62429,0.62429,2.235,-29.295,133.538,0.62429,3,"Not Available"
"173",225,"Aberdeen",266.70975,9,37.1573567501336,"Poza Rica, MX",-63.9333578685195,1,"ARAWPGV1187B9B1384",90.908,"twee pop",0,0.343275661,0.583773265,0.6871,0.6871,0.132,-12.658,257.225,0.24622,3,"Not Available"
"174",226,"The Killers",284.3424,4,37.1573567501336,"Not available",-63.9333578685195,1,"ARVN9FZ1187FB393F1",151.953,"rock",0.53,0.819588282,0.918451789,1.03982,0.25338,0.206,-6.546,267.685,0.05455,4,"2000"
"175",227,"Gloriana",179.06893,0,36.16778,"Nashville, TN.",-86.77836,0,"AR23BO81187FB47087",161.054,"teen pop",0,0.47722519,0.73699197,0.88942,0.88942,0.844,-17.522,175.92,0.88942,4,"Not Available"
"176",229,"Grant Geissman",320.60036,9,30.24216,"PEARLINGTON, Mississippi",-89.60586,1,"AR2LRXK1187FB593DD",128.219,"smooth jazz",0,0.317248425,0.422971308,1.11054,0.1732,0.166,-9.993,303.044,0.1732,4,"Not Available"
"177",230,"20/20",302.36689,6,37.1573567501336,"Not available",-63.9333578685195,1,"ARL6APF1187B9AE81F",101.229,"power pop",0,0.314882184,0.50039601,3.12601,2.53688,14.588,-12.99,284.595,2.23347,4,"Not Available"
"178",232,"Orbital",327.8624,0,51.27562,"Sevenoaks, United Kingdom",0.17898,1,"ARYPTWE1187FB49D64",125.975,"techno",0.688521844,0.498668875,0.693009204,0.89509,0.4155,0.38,-6.531,316.447,0.17571,4,"2000"
"179",233,"Bone Thugs-N-Harmony / Akon",286.30159,1,37.1573567501336,"Cleveland, OH",-63.9333578685195,1,"ARZ2DHF1187FB3F2EA",154.09,"gangster rap",0.557880389,0.555138322,0.81592342,0.44481,0.05666,0.177,-6.933,273.601,0.05666,4,"2000"
"180",235,"N.W.A.",168.75057,9,34.05349,"Compton, California, USA.",-118.24532,1,"ARUZRFN1187B98AC05",97.099,"gangster rap",0,0.52040786,0.747708669,0.95072,0.33341,0.281,-8.91,165.86,0.33341,4,"1980"
"181",237,"Jazz Gillum",185.67791,0,33.45081,"Indianola, MS",-90.645,0,"ARFGMSJ122988ED7A0",101.41,"chicago blues",0,0.282286406,0.362800142,0.58716,0.58716,0.234,-16.844,178.765,0.30595,1,"Not Available"
"182",238,"Rise Against",218.8273,4,37.1573567501336,"Chicago",-63.9333578685195,1,"AR6XI3F1187FB3A968",186.254,"hardcore punk",0.696469437,0.625080481,0.847081688,0.54425,0.25604,0.194,-3.803,218.827,0.113,4,"2000"
"183",239,"Ultraviolence",303.04608,1,37.1573567501336,"Not available",-63.9333578685195,1,"AR3NHIA1187B9AC99B",210.47,"gabba",0.215080319,0.374449431,0.499939221,0.5551,0.26867,0.102,-10.57,292.664,0.12794,4,"1990"
"184",240,"Korn",224.522,7,37.1573567501336,"Bakersfield, CA",-63.9333578685195,1,"AR5H4CJ1187B9AE949",94.057,"rap metal",0.42,0.558298348,0.829135422,0.74834,0.11878,0.241,-6.694,214.941,0.11878,4,"1990"
"185",243,"James Horner",191.81669,9,34.05349,"Los Angeles, CA",-118.24532,1,"ARM0RY81187B9AF248",90.084,"rock",0.545230294,0.491828704,0.679519208,2.91664,2.91664,3.146,-38.525,179.868,2.91664,1,"1980"
"186",244,"Tantric",177.24036,2,37.1573567501336,"Not available",-63.9333578685195,1,"AR3FOK11187FB3F4EE",106.698,"post-grunge",0.447135796,0.467133519,0.720808698,0.14825,0.14825,0.107,-1.843,171.404,0.14825,1,"2000"
"187",245,"Mastodon",233.58649,2,37.1573567501336,"Atlanta, GA",-63.9333578685195,1,"ARMAC4T1187FB3FA4C",89.78,"alternative metal",0.784194616,0.574274731,0.780461749,2.49921,0.20127,0.229,-3.937,233.586,0.20127,4,"2000"
"188",246,"Xcultures",38.3473,9,37.1573567501336,"Not available",-63.9333578685195,0,"AREI7EO1187B98BE33",107.177,"gabba",0.214253449,0.266275286,0.400433514,1.21134,0.62753,0.212,-16.006,38.347,0.33773,7,"2000"
"189",247,"The Irish Tenors",100.85832,10,37.1573567501336,"Not available",-63.9333578685195,1,"ARHKEC11187B998F5B",152.258,"irish folk",0,0.374862616,0.599019959,1.09675,0.65712,0.2,-19.794,100.858,0.65712,4,"Not Available"
"190",250,"Korn",288.49587,10,37.1573567501336,"Bakersfield, CA",-63.9333578685195,1,"AR5H4CJ1187B9AE949",160.022,"rap metal",0.33,0.558298348,0.829135422,0.34848,0.34848,0.107,-5.912,276.95,0.15981,3,"2000"
"191",251,"Blind Blake & The Royal Victoria Hotel Calypsos",151.53587,7,30.33138,"Jacksonville, FL",-81.6558,1,"ARRU9GR1187FB43F56",101.492,"country blues",0,0.351345077,0.521712214,0.80322,0.21688,0.462,-7.108,145.734,0.21688,4,"Not Available"
"192",252,"Percy Faith",160.28689,0,43.64856,"Toronto, Ontario, Canada",-79.38533,0,"ARNNU4G1187FB5991B",86.141,"instrumental pop",0,0.388112774,0.566796475,0.88661,0.18997,0.061,-15.578,156.386,0.18997,4,"Not Available"
"193",253,"Extreme",181.55057,1,37.1573567501336,"Not available",-63.9333578685195,1,"AR873K31187FB3C338",120.097,"funk metal",0.621765583,0.497711444,0.717991696,0.94816,0.42407,0.133,-9.334,173.761,0.16397,4,"Not Available"
"194",255,"Prozak",173.24363,8,51.50632,"London",-0.12714,1,"ARKZ9HT1187FB38E18",88.835,"rap",0.606816327,0.37425994,0.621213511,0.59386,0.59386,0.09,-6.021,161.414,0.16834,4,"Not Available"
"195",256,"Jerry Butler",155.74159,2,33.54243,"Sunflower, MS",-90.53727,1,"ARYBUAO1187FB3F4EB",105.24,"chicago soul",0,0.389589781,0.589259678,0.07702,0.07702,0.177,-13.135,144.689,0.07702,4,"Not Available"
"196",258,"Delta 9",94.06649,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARQAHO71187FB38C61",109.636,"gabba",0,0.409550595,0.586000058,1.56449,0.48327,0.403,-9.506,94.066,0.21636,5,"Not Available"
"197",259,"Placebo",241.52771,10,37.1573567501336,"London, England",-63.9333578685195,0,"AR6LZB61187B9AF431",108.264,"british pop",0.873702495,0.586433379,0.804523521,1.03723,0.48534,0.473,-7.255,229.837,0.07522,4,"2000"
"198",261,"Gertrudis",106.52689,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARG17O11187FB4A8DA",97.76,"big beat",0.323112121,0.344814469,0.444926413,1.24011,0.63239,4.104,-12.385,106.527,0.34167,4,"2000"
"199",262,"Warrior King",224.28689,10,37.1573567501336,"Not available",-63.9333578685195,1,"ARI4SKQ1187B9B43B0",241.877,"roots reggae",0.537503904,0.413237884,0.588370653,0.2753,0.2753,2.409,-4.779,217.623,0.2753,4,"2000"
"200",263,"Soda Stereo",340.29669,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARL3VGT1187FB40E8E",91.328,"rock",0.547324832,0.466826993,0.711165787,1.9407,0.63157,0.374,-11.356,327.396,0.46721,4,"1980"
"201",264,"LORE",216.55465,8,37.1573567501336,"Not available",-63.9333578685195,1,"ARR6TOR1187B9A8B88",130.062,"trip hop",0.494357324,0.394127577,0.510794577,0.25594,0.25594,3.17,-8.147,209.537,0.25594,4,"Not Available"
"202",265,"Soul Asylum",279.2224,11,37.1573567501336,"Minneapolis, MN",-63.9333578685195,0,"AR07SOR1187FB46179",68.734,"hard rock",0.360370583,0.466775622,0.690080124,1.9281,1.05993,2.009,-6.582,265.834,0.47298,4,"1990"
"203",266,"Carl Doy with NZSO",158.56281,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARL3IIC1187FB394BD",94.658,"progressive house",0,0.292656454,0.342558954,1.53215,0.28794,0.223,-16.527,153.211,0.28794,3,"Not Available"
"204",267,"Horace Andy",234.44853,10,18.01571,"Kingston, Jamaica",-76.79731,0,"ARABKKO11F50C4D0A5",102.055,"roots reggae",0.345802234,0.374271174,0.626436382,0.55116,0.55116,0.374,-10.173,222.546,0.55116,1,"2000"
"205",268,"Jimmy Wakely",155.95057,2,34.31109,"Mineola, AR",-94.02978,1,"ARFYPFB1187FB3D65C",109.065,"classic country",0.462643183,0.291539727,0.39413854,0.24263,0.24263,0.299,-14.123,144.283,0.24263,1,"2000"
"206",269,"The Nightraver & The Magican",233.53424,6,37.1573567501336,"Not available",-63.9333578685195,1,"AR554NI1187B99B2A0",184.981,"gabba",0,0.244243643,0.341937434,0.94024,0.28878,0.38,-5.483,226.04,0.28878,4,"Not Available"
"207",270,"Rah Digga (Featuring Outsidaz)",256.80934,7,40.14323,"New Jersey",-74.72671,1,"AR05OJD1187B9B99A6",201.802,"hip hop",0.405115722,0.411448143,0.583231605,0.03033,0.03033,0.247,-7.307,242.95,0.03033,3,"2000"
"208",271,"RUN-DMC",234.65751,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARKAI6D1187B98A539",119.67,"hip hop",0.31,0.606630152,0.686988955,1.46506,0.9623,0.638,-12.75,217.281,0.71179,4,"1980"
"209",273,"Hank Locklin",159.03302,9,37.1573567501336,"McLellan, FL",-63.9333578685195,1,"ARES2PA1187FB38083",165.668,"honky tonk",0,0.379436972,0.635757022,0.47606,0.05935,0.318,-9.668,150.065,0.05935,3,"Not Available"
"210",274,"Lady May",214.04689,1,37.1573567501336,"Windhoek",-63.9333578685195,1,"ARXSGII1269FCD3A45",188.056,"hip hop",0,0.283699176,0.418610662,0.52049,0.20247,0.34,-5.444,206.542,0.04346,3,"Not Available"
